product_id,name,category,price,stock_quantity,supplier,description,weight,dimensions,warranty,release_date,rating,reviews_count
10157,Product 10157,Sports,504.75,398,Nike,Description for Product 10157 in Sports,4.5,48x15x16,2,2022-02-12,4.7,4858
10158,Product 10158,Wearables,972.3,498,Ninja,Description for Product 10158 in Wearables,5.67,37x25x10,2,2021-02-09,4.7,2869
10159,Product 10159,Electronics,874.25,86,Fitbit,Description for Product 10159 in Electronics,7.3,87x49x25,2,2019-01-30,4.7,4650
10160,Product 10160,Home Appliances,195.06,377,Amazon,Description for Product 10160 in Home Appliances,7.39,90x17x28,1,2020-08-28,4.2,4828
10161,Product 10161,Books,56.94,113,Logitech,Description for Product 10161 in Books,5.19,91x26x24,3,2020-02-02,3.3,2690
10162,Product 10162,Electronics,192.32,341,Sony,Description for Product 10162 in Electronics,9.02,80x27x22,1,2019-03-12,4.6,4946
10163,Product 10163,Books,201.89,11,Apple,Description for Product 10163 in Books,2.49,18x24x10,3,2023-10-13,3.7,1944
10164,Product 10164,Electronics,117.48,27,Nike,Description for Product 10164 in Electronics,7.61,30x24x22,1,2021-06-30,3.5,1068
10165,Product 10165,Books,723.12,225,Amazon,Description for Product 10165 in Books,6.57,39x20x10,1,2023-05-14,5.0,3063
10166,Product 10166,Electronics,542.73,435,Dell,Description for Product 10166 in Electronics,5.45,67x35x13,4,2019-07-18,3.2,409
10167,Product 10167,Sports,842.23,488,Philips,Description for Product 10167 in Sports,7.6,63x36x18,2,2023-11-25,5.0,4887
10168,Product 10168,Home Appliances,478.22,93,Sony,Description for Product 10168 in Home Appliances,1.66,42x16x24,3,2021-01-12,3.8,754
10169,Product 10169,Sports,121.62,199,Apple,Description for Product 10169 in Sports,3.61,99x13x12,1,2020-10-30,4.9,1828
10170,Product 10170,Electronics,559.63,105,Sony,Description for Product 10170 in Electronics,7.78,96x11x20,2,2019-11-24,3.0,1883
10171,Product 10171,Sports,237.22,51,Amazon,Description for Product 10171 in Sports,4.4,25x35x27,1,2021-09-21,4.0,2242
10172,Product 10172,Books,907.1,458,Nike,Description for Product 10172 in Books,1.68,60x11x30,2,2022-02-18,4.8,2712
10173,Product 10173,Electronics,674.63,102,Philips,Description for Product 10173 in Electronics,0.65,85x43x17,3,2018-04-26,4.7,325
10174,Product 10174,Books,529.41,440,Fitbit,Description for Product 10174 in Books,3.84,97x41x25,2,2022-10-18,3.7,4168
10175,Product 10175,Electronics,554.09,54,Nike,Description for Product 10175 in Electronics,6.38,76x48x27,5,2019-09-30,3.7,679
10176,Product 10176,Sports,286.37,243,Dell,Description for Product 10176 in Sports,7.99,34x20x5,5,2022-11-20,3.7,4791
10177,Product 10177,Electronics,444.35,485,Ninja,Description for Product 10177 in Electronics,7.88,61x37x24,2,2023-05-20,4.0,1152
10178,Product 10178,Home Appliances,944.59,63,Logitech,Description for Product 10178 in Home Appliances,7.44,95x25x23,3,2022-08-17,3.9,4038
10179,Product 10179,Electronics,939.51,319,Nike,Description for Product 10179 in Electronics,0.25,83x32x23,1,2019-11-27,3.2,2224
10180,Product 10180,Books,822.79,252,Sony,Description for Product 10180 in Books,5.88,24x12x9,3,2023-06-27,4.7,3037
10181,Product 10181,Sports,58.22,73,Logitech,Description for Product 10181 in Sports,9.18,47x41x21,2,2023-04-20,4.9,1592
10182,Product 10182,Sports,729.77,418,Ninja,Description for Product 10182 in Sports,1.94,33x15x7,1,2019-09-04,3.2,574
10183,Product 10183,Wearables,896.26,328,Fitbit,Description for Product 10183 in Wearables,5.51,76x37x20,5,2021-01-12,4.2,1531
10184,Product 10184,Home Appliances,978.91,385,Fitbit,Description for Product 10184 in Home Appliances,1.45,56x42x15,5,2018-06-10,4.6,505
10185,Product 10185,Electronics,265.42,233,Ninja,Description for Product 10185 in Electronics,8.5,75x30x22,5,2021-06-08,3.5,289
10186,Product 10186,Electronics,879.92,113,Nike,Description for Product 10186 in Electronics,0.77,14x18x6,2,2020-09-24,4.7,4087
10187,Product 10187,Wearables,30.97,463,Dell,Description for Product 10187 in Wearables,2.39,34x11x7,2,2022-04-26,4.1,4044
10188,Product 10188,Electronics,796.25,247,Ninja,Description for Product 10188 in Electronics,0.39,77x44x29,3,2018-01-10,3.3,3124
10189,Product 10189,Electronics,266.33,305,Amazon,Description for Product 10189 in Electronics,6.92,56x21x23,5,2020-07-19,3.3,3137
10190,Product 10190,Wearables,162.45,287,Apple,Description for Product 10190 in Wearables,9.29,74x35x9,5,2022-02-02,4.9,1160
10191,Product 10191,Electronics,222.91,270,Nike,Description for Product 10191 in Electronics,0.29,98x24x8,5,2019-03-26,3.0,2382
10192,Product 10192,Home Appliances,520.38,48,Logitech,Description for Product 10192 in Home Appliances,3.85,61x19x27,3,2019-07-15,3.9,4129
10193,Product 10193,Home Appliances,418.93,461,Amazon,Description for Product 10193 in Home Appliances,5.82,48x10x12,4,2020-10-02,4.6,3575
10194,Product 10194,Sports,232.64,157,Adidas,Description for Product 10194 in Sports,8.57,40x46x8,2,2023-03-06,3.8,3237
10195,Product 10195,Books,23.45,271,Fitbit,Description for Product 10195 in Books,5.53,74x15x25,4,2020-02-27,4.3,3960
10196,Product 10196,Wearables,836.4,38,Adidas,Description for Product 10196 in Wearables,8.83,88x16x10,3,2021-02-02,4.6,1782
10197,Product 10197,Books,686.96,379,Amazon,Description for Product 10197 in Books,5.22,99x38x21,4,2021-12-18,3.6,4965
10198,Product 10198,Electronics,499.01,279,Apple,Description for Product 10198 in Electronics,1.88,56x20x21,5,2019-08-11,4.5,283
10199,Product 10199,Sports,894.83,55,Sony,Description for Product 10199 in Sports,4.8,43x50x27,5,2022-08-30,3.2,3075
10200,Product 10200,Electronics,813.78,482,Dell,Description for Product 10200 in Electronics,5.63,34x23x18,1,2020-02-08,4.3,799
10201,Product 10201,Sports,149.93,136,Sony,Description for Product 10201 in Sports,8.22,31x28x19,5,2020-09-19,3.5,1476
10202,Product 10202,Home Appliances,100.53,263,Logitech,Description for Product 10202 in Home Appliances,5.01,99x45x26,5,2018-07-15,4.8,1078
10203,Product 10203,Wearables,269.23,409,Fitbit,Description for Product 10203 in Wearables,1.58,53x12x19,2,2021-07-12,3.1,534
10204,Product 10204,Wearables,686.04,113,Sony,Description for Product 10204 in Wearables,8.99,80x22x29,2,2023-07-22,3.1,1888
10205,Product 10205,Books,13.49,408,Dell,Description for Product 10205 in Books,5.74,85x34x7,2,2021-12-03,3.1,640
10206,Product 10206,Books,820.05,433,Nike,Description for Product 10206 in Books,8.7,30x38x5,2,2018-12-22,4.5,4152
10207,Product 10207,Books,423.87,413,Fitbit,Description for Product 10207 in Books,6.1,92x38x27,5,2023-08-22,3.2,2349
10208,Product 10208,Home Appliances,900.26,316,Ninja,Description for Product 10208 in Home Appliances,4.88,14x13x13,2,2020-01-25,4.2,3618
10209,Product 10209,Wearables,237.21,55,Logitech,Description for Product 10209 in Wearables,1.1,16x47x6,2,2019-04-14,4.6,4956
10210,Product 10210,Wearables,284.61,437,Ninja,Description for Product 10210 in Wearables,4.21,48x38x30,3,2020-10-08,4.9,2952
10211,Product 10211,Sports,931.35,270,Fitbit,Description for Product 10211 in Sports,4.98,55x49x14,1,2022-07-10,3.5,2704
10212,Product 10212,Home Appliances,921.71,368,Logitech,Description for Product 10212 in Home Appliances,9.75,100x27x11,4,2023-02-21,4.9,3825
10213,Product 10213,Home Appliances,162.99,167,Ninja,Description for Product 10213 in Home Appliances,7.51,48x22x19,1,2020-06-29,3.0,1305
10214,Product 10214,Books,383.57,277,Fitbit,Description for Product 10214 in Books,7.96,77x34x8,1,2023-05-10,4.1,2502
10215,Product 10215,Electronics,345.96,295,Apple,Description for Product 10215 in Electronics,0.17,91x18x23,1,2021-10-29,4.2,1154
10216,Product 10216,Books,338.46,394,Logitech,Description for Product 10216 in Books,3.65,18x20x13,1,2023-03-22,3.9,1162
10217,Product 10217,Home Appliances,299.99,167,Amazon,Description for Product 10217 in Home Appliances,2.92,80x43x12,1,2023-11-02,3.7,601
10218,Product 10218,Wearables,942.22,455,Adidas,Description for Product 10218 in Wearables,9.24,30x16x12,1,2021-12-31,4.5,3304
10219,Product 10219,Electronics,259.33,83,Adidas,Description for Product 10219 in Electronics,2.01,40x28x25,5,2018-03-01,4.8,4813
10220,Product 10220,Books,107.87,109,Philips,Description for Product 10220 in Books,8.51,94x19x28,3,2018-06-23,3.3,1354
10221,Product 10221,Books,976.7,279,Sony,Description for Product 10221 in Books,7.19,32x46x6,4,2019-07-24,3.9,4297
10222,Product 10222,Books,704.87,5,Amazon,Description for Product 10222 in Books,7.67,93x20x12,1,2022-02-17,4.3,4516
10223,Product 10223,Sports,722.41,191,Apple,Description for Product 10223 in Sports,5.31,46x46x30,2,2023-12-10,4.1,1994
10224,Product 10224,Wearables,373.1,56,Fitbit,Description for Product 10224 in Wearables,6.1,15x15x11,4,2020-02-03,4.6,1842
10225,Product 10225,Home Appliances,436.78,103,Apple,Description for Product 10225 in Home Appliances,0.78,32x50x29,2,2022-02-16,4.0,2967
10226,Product 10226,Wearables,400.32,107,Sony,Description for Product 10226 in Wearables,3.46,17x48x7,5,2023-02-21,3.7,188
10227,Product 10227,Home Appliances,255.74,329,Logitech,Description for Product 10227 in Home Appliances,3.61,72x34x17,2,2018-04-15,4.0,3181
10228,Product 10228,Electronics,366.46,70,Ninja,Description for Product 10228 in Electronics,9.52,67x33x9,1,2023-02-21,4.9,4411
10229,Product 10229,Home Appliances,728.89,115,Sony,Description for Product 10229 in Home Appliances,9.62,93x38x7,3,2020-02-05,4.7,172
10230,Product 10230,Home Appliances,144.75,327,Philips,Description for Product 10230 in Home Appliances,7.19,88x35x16,3,2020-12-29,3.1,1060
10231,Product 10231,Sports,101.67,18,Fitbit,Description for Product 10231 in Sports,1.68,37x29x22,5,2020-06-12,3.4,2052
10232,Product 10232,Books,444.17,153,Fitbit,Description for Product 10232 in Books,9.33,74x28x15,4,2021-09-15,4.2,202
10233,Product 10233,Electronics,300.92,236,Sony,Description for Product 10233 in Electronics,1.67,68x28x19,1,2022-05-19,3.0,3243
10234,Product 10234,Books,990.81,309,Nike,Description for Product 10234 in Books,6.61,100x49x26,2,2022-03-18,4.0,1319
10235,Product 10235,Home Appliances,478.13,378,Nike,Description for Product 10235 in Home Appliances,3.44,98x36x17,2,2022-05-21,3.9,4694
10236,Product 10236,Sports,483.64,61,Fitbit,Description for Product 10236 in Sports,2.87,63x15x8,4,2022-04-03,4.0,4836
10237,Product 10237,Sports,864.75,5,Philips,Description for Product 10237 in Sports,6.04,17x36x29,4,2023-12-19,5.0,4651
10238,Product 10238,Electronics,122.87,408,Amazon,Description for Product 10238 in Electronics,1.73,89x26x12,4,2019-03-21,3.4,4870
10239,Product 10239,Sports,314.96,46,Fitbit,Description for Product 10239 in Sports,3.71,76x30x20,5,2018-07-30,4.4,669
10240,Product 10240,Home Appliances,937.07,312,Adidas,Description for Product 10240 in Home Appliances,8.55,43x27x19,2,2022-04-10,3.3,2826
10241,Product 10241,Wearables,896.83,96,Sony,Description for Product 10241 in Wearables,8.96,11x32x20,5,2022-10-30,5.0,661
10242,Product 10242,Wearables,458.43,162,Fitbit,Description for Product 10242 in Wearables,7.58,82x16x24,4,2021-04-03,4.0,2267
10243,Product 10243,Books,777.46,91,Dell,Description for Product 10243 in Books,4.2,18x15x28,2,2020-05-05,4.4,3194
10244,Product 10244,Books,466.44,458,Adidas,Description for Product 10244 in Books,9.48,45x11x12,5,2023-05-02,3.1,2603
10245,Product 10245,Home Appliances,655.51,192,Dell,Description for Product 10245 in Home Appliances,2.61,74x18x29,2,2018-08-30,3.7,1302
10246,Product 10246,Home Appliances,138.26,279,Amazon,Description for Product 10246 in Home Appliances,2.67,95x32x22,4,2018-09-20,3.1,3887
10247,Product 10247,Sports,326.23,237,Apple,Description for Product 10247 in Sports,0.97,54x39x15,2,2018-12-10,3.7,1506
10248,Product 10248,Electronics,403.87,281,Dell,Description for Product 10248 in Electronics,4.19,55x18x22,2,2021-09-20,3.4,4694
10249,Product 10249,Wearables,866.33,219,Apple,Description for Product 10249 in Wearables,8.25,88x10x25,5,2018-05-17,3.9,3515
10250,Product 10250,Home Appliances,776.48,357,Philips,Description for Product 10250 in Home Appliances,6.88,93x22x26,2,2022-08-31,4.1,3295
10251,Product 10251,Books,123.66,147,Dell,Description for Product 10251 in Books,1.49,29x40x29,5,2020-09-02,4.2,1084
10252,Product 10252,Home Appliances,895.14,30,Fitbit,Description for Product 10252 in Home Appliances,1.86,88x17x22,3,2021-08-20,4.7,3157
10253,Product 10253,Home Appliances,136.44,461,Apple,Description for Product 10253 in Home Appliances,0.39,41x20x29,5,2021-09-24,4.1,3792
10254,Product 10254,Electronics,481.65,120,Ninja,Description for Product 10254 in Electronics,1.28,24x35x22,4,2019-05-10,4.0,2376
10255,Product 10255,Wearables,500.71,169,Adidas,Description for Product 10255 in Wearables,2.02,12x46x29,1,2019-11-14,3.9,1853
10256,Product 10256,Electronics,224.0,216,Nike,Description for Product 10256 in Electronics,2.56,11x17x17,2,2021-08-10,3.5,1332
10257,Product 10257,Sports,295.72,307,Logitech,Description for Product 10257 in Sports,8.78,90x21x12,1,2018-11-12,3.5,524
10258,Product 10258,Home Appliances,51.16,446,Fitbit,Description for Product 10258 in Home Appliances,1.91,33x50x16,2,2023-06-21,4.8,2495
10259,Product 10259,Sports,290.52,110,Dell,Description for Product 10259 in Sports,6.99,38x31x15,3,2020-12-05,3.5,3857
10260,Product 10260,Sports,590.18,343,Dell,Description for Product 10260 in Sports,4.15,59x14x20,2,2019-03-09,4.9,2637
10261,Product 10261,Home Appliances,789.87,189,Ninja,Description for Product 10261 in Home Appliances,8.03,64x48x7,5,2020-08-15,3.1,1917
10262,Product 10262,Sports,282.27,173,Fitbit,Description for Product 10262 in Sports,0.51,49x28x9,4,2018-12-20,3.5,3924
10263,Product 10263,Books,903.65,197,Dell,Description for Product 10263 in Books,3.36,43x22x11,4,2022-09-06,4.8,1362
10264,Product 10264,Home Appliances,263.86,53,Adidas,Description for Product 10264 in Home Appliances,5.68,20x28x11,1,2023-08-06,5.0,3588
10265,Product 10265,Sports,130.84,331,Fitbit,Description for Product 10265 in Sports,3.47,11x41x25,1,2019-01-22,4.0,1195
10266,Product 10266,Books,143.27,244,Logitech,Description for Product 10266 in Books,4.34,25x31x8,2,2019-08-13,3.8,2383
10267,Product 10267,Electronics,842.18,361,Dell,Description for Product 10267 in Electronics,8.36,13x47x16,1,2020-01-07,3.3,1864
10268,Product 10268,Wearables,940.06,94,Ninja,Description for Product 10268 in Wearables,9.93,78x26x28,2,2021-02-21,4.4,2571
10269,Product 10269,Home Appliances,100.36,183,Sony,Description for Product 10269 in Home Appliances,8.35,91x43x20,3,2018-02-06,4.9,3515
10270,Product 10270,Books,584.9,67,Apple,Description for Product 10270 in Books,6.73,22x46x21,5,2022-12-21,3.9,2213
10271,Product 10271,Home Appliances,371.05,60,Apple,Description for Product 10271 in Home Appliances,5.77,89x42x25,5,2020-11-18,3.6,4755
10272,Product 10272,Books,407.69,326,Sony,Description for Product 10272 in Books,8.62,98x39x23,4,2018-12-09,4.8,2009
10273,Product 10273,Books,608.11,438,Sony,Description for Product 10273 in Books,9.9,87x23x12,1,2021-05-17,4.2,4337
10274,Product 10274,Wearables,16.13,389,Sony,Description for Product 10274 in Wearables,2.81,34x16x10,4,2023-01-22,4.5,2811
10275,Product 10275,Sports,71.84,396,Sony,Description for Product 10275 in Sports,7.6,60x12x29,2,2021-11-02,3.7,2028
10276,Product 10276,Electronics,745.63,63,Ninja,Description for Product 10276 in Electronics,7.98,11x39x23,1,2022-10-23,3.3,3982
10277,Product 10277,Wearables,232.63,305,Amazon,Description for Product 10277 in Wearables,5.89,26x34x28,5,2022-10-15,5.0,2775
10278,Product 10278,Books,863.95,300,Fitbit,Description for Product 10278 in Books,3.2,37x24x16,4,2019-12-11,5.0,1537
10279,Product 10279,Home Appliances,502.94,303,Amazon,Description for Product 10279 in Home Appliances,1.21,29x39x15,1,2018-10-13,4.4,2306
10280,Product 10280,Home Appliances,773.15,473,Apple,Description for Product 10280 in Home Appliances,4.1,28x43x9,5,2023-02-10,4.7,1541
10281,Product 10281,Home Appliances,542.46,326,Nike,Description for Product 10281 in Home Appliances,1.63,20x32x24,4,2021-04-07,3.8,88
10282,Product 10282,Home Appliances,48.67,438,Ninja,Description for Product 10282 in Home Appliances,0.85,39x30x12,3,2023-12-07,3.3,113
10283,Product 10283,Electronics,660.38,370,Ninja,Description for Product 10283 in Electronics,3.73,73x37x26,1,2020-02-27,3.2,570
10284,Product 10284,Wearables,424.44,216,Ninja,Description for Product 10284 in Wearables,1.66,63x29x29,2,2018-01-15,3.5,4676
10285,Product 10285,Electronics,753.98,162,Philips,Description for Product 10285 in Electronics,5.39,97x42x26,1,2023-06-21,4.7,4589
10286,Product 10286,Sports,109.41,450,Adidas,Description for Product 10286 in Sports,9.25,98x45x14,1,2021-09-04,3.3,1125
10287,Product 10287,Wearables,119.98,266,Philips,Description for Product 10287 in Wearables,1.98,62x23x16,5,2018-12-26,4.3,3809
10288,Product 10288,Home Appliances,611.38,400,Logitech,Description for Product 10288 in Home Appliances,6.81,13x43x24,4,2018-02-15,4.9,1276
10289,Product 10289,Sports,214.76,54,Nike,Description for Product 10289 in Sports,7.01,96x12x10,5,2022-10-08,3.8,692
10290,Product 10290,Electronics,725.74,238,Adidas,Description for Product 10290 in Electronics,2.72,55x10x5,4,2019-11-21,4.3,1978
10291,Product 10291,Sports,295.78,46,Apple,Description for Product 10291 in Sports,4.2,97x47x11,3,2019-10-24,4.0,748
10292,Product 10292,Books,84.82,465,Philips,Description for Product 10292 in Books,8.77,61x10x8,2,2021-03-19,3.2,4587
10293,Product 10293,Books,173.36,382,Adidas,Description for Product 10293 in Books,8.42,60x35x7,3,2021-01-29,4.9,4265
10294,Product 10294,Books,78.1,36,Sony,Description for Product 10294 in Books,4.86,47x24x10,5,2019-12-06,3.7,2408
10295,Product 10295,Sports,441.84,82,Ninja,Description for Product 10295 in Sports,3.43,21x49x20,4,2019-06-19,4.5,3109
10296,Product 10296,Home Appliances,925.17,299,Amazon,Description for Product 10296 in Home Appliances,0.66,32x18x11,1,2019-06-06,3.1,3092
10297,Product 10297,Electronics,994.91,88,Philips,Description for Product 10297 in Electronics,6.89,54x27x25,2,2021-06-10,4.8,254
10298,Product 10298,Books,473.4,344,Sony,Description for Product 10298 in Books,6.54,10x48x18,3,2021-09-07,4.6,3828
10299,Product 10299,Home Appliances,715.77,305,Nike,Description for Product 10299 in Home Appliances,2.27,29x23x20,2,2021-10-04,4.9,4011
10300,Product 10300,Electronics,443.49,22,Sony,Description for Product 10300 in Electronics,8.79,35x13x20,4,2020-06-14,3.1,1654
10301,Product 10301,Electronics,338.05,480,Philips,Description for Product 10301 in Electronics,4.93,35x12x6,5,2019-04-03,3.5,1088
10302,Product 10302,Electronics,401.49,189,Fitbit,Description for Product 10302 in Electronics,8.34,49x15x5,4,2018-08-22,4.5,1503
10303,Product 10303,Electronics,982.85,16,Fitbit,Description for Product 10303 in Electronics,3.68,85x33x23,2,2019-06-22,3.6,2521
10304,Product 10304,Sports,484.68,447,Dell,Description for Product 10304 in Sports,5.63,100x50x23,5,2023-11-21,4.1,4531
10305,Product 10305,Books,999.73,78,Logitech,Description for Product 10305 in Books,4.24,90x50x12,2,2023-04-09,3.7,308
10306,Product 10306,Wearables,96.32,262,Apple,Description for Product 10306 in Wearables,1.97,70x45x21,4,2023-11-06,3.8,631
10307,Product 10307,Electronics,685.89,465,Sony,Description for Product 10307 in Electronics,2.87,57x10x22,1,2020-02-09,3.5,1053
10308,Product 10308,Wearables,991.71,211,Sony,Description for Product 10308 in Wearables,7.63,39x46x27,1,2021-11-07,5.0,3533
10309,Product 10309,Books,536.56,148,Dell,Description for Product 10309 in Books,2.49,71x19x19,4,2021-07-23,4.0,2021
10310,Product 10310,Books,164.6,35,Logitech,Description for Product 10310 in Books,2.92,62x14x10,4,2019-12-27,3.8,4615
10311,Product 10311,Wearables,255.43,97,Nike,Description for Product 10311 in Wearables,5.59,75x25x6,4,2022-07-19,4.9,3334
10312,Product 10312,Sports,567.38,431,Nike,Description for Product 10312 in Sports,8.9,63x24x11,5,2018-10-09,3.0,2214
10313,Product 10313,Sports,538.86,473,Apple,Description for Product 10313 in Sports,1.27,42x17x14,5,2019-05-22,4.1,1051
10314,Product 10314,Electronics,280.12,78,Nike,Description for Product 10314 in Electronics,3.25,34x41x7,3,2023-02-10,4.0,504
10315,Product 10315,Wearables,777.97,220,Nike,Description for Product 10315 in Wearables,2.17,10x30x23,4,2018-10-29,4.6,4295
10316,Product 10316,Sports,303.98,243,Fitbit,Description for Product 10316 in Sports,0.69,24x25x29,4,2021-09-10,3.4,1326
10317,Product 10317,Sports,543.75,387,Logitech,Description for Product 10317 in Sports,9.17,60x26x24,4,2020-02-02,3.6,476
10318,Product 10318,Wearables,120.1,190,Sony,Description for Product 10318 in Wearables,2.61,32x35x9,3,2018-09-24,4.5,3671
10319,Product 10319,Home Appliances,573.15,214,Adidas,Description for Product 10319 in Home Appliances,2.5,32x24x28,4,2020-03-11,4.2,2265
10320,Product 10320,Home Appliances,137.76,214,Ninja,Description for Product 10320 in Home Appliances,1.86,82x19x9,4,2020-01-28,4.3,3280
10321,Product 10321,Home Appliances,586.65,162,Fitbit,Description for Product 10321 in Home Appliances,2.03,20x41x15,4,2020-10-16,4.4,1165
10322,Product 10322,Wearables,781.16,328,Apple,Description for Product 10322 in Wearables,0.14,91x19x14,2,2018-12-01,3.6,4267
10323,Product 10323,Books,352.1,38,Philips,Description for Product 10323 in Books,2.35,42x42x30,1,2019-10-01,4.8,2252
10324,Product 10324,Books,567.18,494,Ninja,Description for Product 10324 in Books,5.36,98x48x30,2,2018-03-15,5.0,2827
10325,Product 10325,Wearables,60.89,500,Dell,Description for Product 10325 in Wearables,6.61,14x37x11,1,2020-04-21,3.1,163
10326,Product 10326,Wearables,524.37,294,Adidas,Description for Product 10326 in Wearables,2.35,55x32x27,1,2019-11-29,3.9,4894
10327,Product 10327,Sports,611.38,459,Ninja,Description for Product 10327 in Sports,7.25,43x35x21,4,2021-10-10,4.7,2514
10328,Product 10328,Sports,935.64,261,Amazon,Description for Product 10328 in Sports,3.88,68x19x11,4,2020-03-26,3.1,2514
10329,Product 10329,Home Appliances,81.65,344,Philips,Description for Product 10329 in Home Appliances,6.54,92x28x15,3,2019-10-13,4.5,3447
10330,Product 10330,Electronics,51.32,111,Fitbit,Description for Product 10330 in Electronics,7.95,94x18x27,5,2023-01-07,4.3,3188
10331,Product 10331,Home Appliances,204.5,358,Dell,Description for Product 10331 in Home Appliances,3.39,99x40x22,3,2023-12-21,4.2,1769
10332,Product 10332,Books,882.79,68,Fitbit,Description for Product 10332 in Books,7.42,48x18x7,5,2023-02-21,4.4,3702
10333,Product 10333,Wearables,163.31,289,Adidas,Description for Product 10333 in Wearables,3.92,93x31x23,4,2022-06-15,3.3,2604
10334,Product 10334,Electronics,252.57,385,Logitech,Description for Product 10334 in Electronics,2.28,73x30x29,3,2022-03-07,5.0,4474
10335,Product 10335,Books,937.41,402,Ninja,Description for Product 10335 in Books,3.35,61x24x30,1,2023-06-09,3.3,546
10336,Product 10336,Books,964.0,167,Nike,Description for Product 10336 in Books,9.28,60x18x30,1,2018-03-28,3.3,2872
10337,Product 10337,Electronics,159.62,65,Amazon,Description for Product 10337 in Electronics,2.74,24x42x10,5,2018-12-08,3.8,4693
10338,Product 10338,Wearables,389.06,299,Adidas,Description for Product 10338 in Wearables,0.88,52x36x9,5,2019-02-02,4.2,3578
10339,Product 10339,Sports,680.2,412,Logitech,Description for Product 10339 in Sports,0.36,20x49x9,5,2020-05-31,4.3,348
10340,Product 10340,Electronics,746.68,125,Dell,Description for Product 10340 in Electronics,0.55,10x41x27,5,2021-10-05,3.8,354
10341,Product 10341,Sports,782.31,148,Logitech,Description for Product 10341 in Sports,8.3,75x47x6,5,2022-06-28,3.1,2357
10342,Product 10342,Wearables,620.51,392,Sony,Description for Product 10342 in Wearables,6.68,18x50x27,2,2022-06-01,5.0,3328
10343,Product 10343,Sports,819.11,411,Sony,Description for Product 10343 in Sports,1.46,74x39x29,5,2018-02-21,4.6,1541
10344,Product 10344,Wearables,356.18,188,Amazon,Description for Product 10344 in Wearables,3.21,60x18x25,4,2020-05-29,4.1,2612
10345,Product 10345,Home Appliances,160.42,427,Nike,Description for Product 10345 in Home Appliances,2.56,30x12x7,2,2018-06-14,4.9,3756
10346,Product 10346,Books,967.55,125,Apple,Description for Product 10346 in Books,0.27,29x32x5,3,2018-04-27,4.9,3993
10347,Product 10347,Books,422.98,387,Philips,Description for Product 10347 in Books,6.01,17x48x27,3,2022-02-14,4.0,1455
10348,Product 10348,Books,587.03,103,Nike,Description for Product 10348 in Books,2.85,44x31x30,4,2019-09-23,3.2,4337
10349,Product 10349,Home Appliances,199.87,41,Dell,Description for Product 10349 in Home Appliances,3.9,11x50x29,1,2022-06-16,3.5,3397
10350,Product 10350,Sports,453.35,441,Ninja,Description for Product 10350 in Sports,6.61,91x15x29,5,2018-10-18,3.5,1285
10351,Product 10351,Sports,377.79,385,Philips,Description for Product 10351 in Sports,1.2,38x44x10,4,2018-05-20,3.7,668
10352,Product 10352,Books,267.29,433,Philips,Description for Product 10352 in Books,8.47,29x50x9,4,2023-06-15,3.9,1395
10353,Product 10353,Sports,749.61,457,Logitech,Description for Product 10353 in Sports,1.04,90x26x28,4,2022-03-16,3.3,4866
10354,Product 10354,Electronics,731.32,409,Fitbit,Description for Product 10354 in Electronics,1.27,64x40x19,3,2020-03-17,3.9,2819
10355,Product 10355,Electronics,913.73,208,Apple,Description for Product 10355 in Electronics,9.14,93x46x29,3,2019-07-26,3.0,547
10356,Product 10356,Electronics,663.32,38,Logitech,Description for Product 10356 in Electronics,5.59,21x44x6,3,2021-12-14,3.1,921
10357,Product 10357,Home Appliances,298.51,19,Logitech,Description for Product 10357 in Home Appliances,0.48,78x23x5,2,2019-05-14,4.6,4518
10358,Product 10358,Home Appliances,439.59,128,Philips,Description for Product 10358 in Home Appliances,0.21,82x14x14,5,2018-09-25,4.8,2591
10359,Product 10359,Sports,439.21,398,Dell,Description for Product 10359 in Sports,0.78,33x21x16,5,2019-07-19,4.0,151
10360,Product 10360,Sports,631.14,203,Apple,Description for Product 10360 in Sports,1.42,48x13x27,2,2019-08-09,5.0,4067
10361,Product 10361,Electronics,368.78,91,Amazon,Description for Product 10361 in Electronics,1.69,52x33x7,1,2019-11-26,3.7,4298
10362,Product 10362,Home Appliances,618.21,76,Ninja,Description for Product 10362 in Home Appliances,8.49,44x46x10,5,2022-06-05,3.6,4675
10363,Product 10363,Books,426.91,248,Fitbit,Description for Product 10363 in Books,6.98,50x41x5,4,2023-03-18,4.4,2025
10364,Product 10364,Sports,154.3,378,Adidas,Description for Product 10364 in Sports,8.36,47x22x27,4,2022-02-16,4.2,4595
10365,Product 10365,Electronics,260.02,85,Dell,Description for Product 10365 in Electronics,9.99,62x17x7,4,2022-03-15,3.7,3355
10366,Product 10366,Electronics,65.2,128,Nike,Description for Product 10366 in Electronics,5.83,55x19x10,3,2022-04-28,4.3,3443
10367,Product 10367,Sports,861.73,111,Fitbit,Description for Product 10367 in Sports,6.02,19x32x12,2,2021-03-31,5.0,2525
10368,Product 10368,Home Appliances,15.74,171,Fitbit,Description for Product 10368 in Home Appliances,6.5,27x41x21,5,2023-02-08,3.8,2243
10369,Product 10369,Books,556.22,260,Philips,Description for Product 10369 in Books,7.81,22x42x26,5,2023-07-07,3.2,3665
10370,Product 10370,Wearables,977.56,155,Fitbit,Description for Product 10370 in Wearables,5.72,82x46x27,3,2023-07-27,3.8,2273
